Bio ID,Full Name,Hall of Fame Induction Year,GP,GS,Number of Records,Total Points,Assists,Blocks,Post GP,GP,GS,Minutes,PF,Rebounds,Steals,Turnovers,D Rebounds,Fg Attempted,Fg Made,Fg Point,% Fg,Ft Attempted,Ft Made,% FT,O Rebounds,Three Attempted,Three Made,Three Points,% FT,Height,Pos,Race,Stint,Tm ID,Weight,Year,Birth Date,College,Death Date
ramsefr01,Frank Vernon Ramsey,1982,64,0,1,790,201,0,7,7,7,1908,277,437,0,0,0,646,264,528,40.87%,348,262,75.29%,0,0,0,0,0.00%,75,F-G,W,1,BOS,185,1954,7/13/1931,Kentucky,0000-00-00
ratkoge01,George  Ratkovicz,,9,0,1,16,13,0,0,0,0,102,15,17,0,0,0,19,3,6,15.79%,23,10,43.48%,0,0,0,0,0.00%,78,C-F,W,1,MLH,220,1954,11/13/1922,none,11/10/2007
risenar01,Arnold D. Risen,1998,69,0,1,845,117,0,3,3,3,2047,266,740,0,0,0,737,276,552,37.45%,394,293,74.37%,0,0,0,0,0.00%,81,C-F,W,1,ROC,200,1954,10/9/1924,Ohio State,0000-00-00
rochare01,Ephraim J. Rocha,,72,0,1,948,192,0,11,11,11,2844,287,563,0,0,0,911,341,682,37.43%,342,266,77.78%,0,0,0,0,0.00%,80,C-F,W,1,SYR,185,1954,9/18/1923,Oregon State,2/13/2010
rogesal01,Albert Andreu Roges,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,76,G-F,W,1,BLB,195,1954,10/25/1930,LIU,2/23/2009
rogesal01,Albert Andreu Roges,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,76,G-F,W,2,FTW,195,1954,10/25/1930,LIU,2/23/2009
rosendi01,Richard Anthony Rosenthal,,67,0,1,606,179,0,11,11,11,1615,218,348,0,0,0,607,224,448,36.90%,220,158,71.82%,0,0,0,0,0.00%,77,F-G,W,1,FTW,205,1954,1/20/1930,Notre Dame,0000-00-00
saulpe01,Frank Benjamin Saul,,65,0,1,287,104,0,0,0,0,1139,126,134,0,0,0,303,96,192,31.68%,123,95,77.24%,0,0,0,0,0.00%,74,G-F,W,1,MLH,185,1954,2/16/1924,Seton Hall,0000-00-00
schaydo01,Adolph  Schayes,1973,72,0,1,1542,253,0,11,11,11,2889,295,1028,0,0,0,1270,482,964,37.95%,693,578,83.41%,0,0,0,0,0.00%,79,F-C,W,1,SYR,195,1954,5/19/1928,NYU,0000-00-00
schnidi01,Richard Dean Schnittker,,72,0,1,803,121,0,7,7,7,1938,254,380,0,0,0,634,240,480,37.85%,398,323,81.16%,0,0,0,0,0.00%,77,F,W,1,MNL,200,1954,5/27/1928,Ohio State,0000-00-00
scolafr01,Fred J. Scolari,,59,0,1,203,96,0,5,5,5,648,83,82,0,0,0,264,80,160,30.30%,54,43,79.63%,0,0,0,0,0.00%,70,G,W,1,BOS,175,1954,3/1/1922,San Francisco,10/17/2002
selvyfr01,Franklin Delano Selvy,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,74.5,G-F,W,1,BLB,180,1954,11/9/1932,Furman,0000-00-00
selvyfr01,Franklin Delano Selvy,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,74.5,G-F,W,2,MLH,180,1954,11/9/1932,Furman,0000-00-00
seymopa01,Paul Norman Seymour,,72,0,1,1187,558,0,11,11,11,3360,158,352,0,0,0,1185,421,842,35.53%,420,345,82.14%,0,0,0,0,0.00%,73,G-F,W,1,SYR,180,1954,1/30/1928,Toledo,5/5/1998
sharech01,Charles Edward Share,,69,0,1,821,84,0,0,0,0,1685,273,684,0,0,0,577,235,470,40.73%,492,351,71.34%,0,0,0,0,0.00%,83,C,W,1,MLH,235,1954,3/14/1927,Bowling Green,6/7/2012
sharmbi01,William Walton Sharman,1976,68,0,1,1398,318,0,7,7,7,2743,236,340,0,0,0,1172,508,1016,43.34%,425,382,89.88%,0,0,0,0,0.00%,73,G,W,1,BOS,175,1954,5/25/1926,USC,0000-00-00
shuege01,Eugene William Shue,,6,0,1,11,11,0,0,0,0,65,4,10,0,0,0,15,3,6,20.00%,6,5,83.33%,0,0,0,0,0.00%,74,G,W,1,PHW,170,1954,12/18/1931,Maryland,0000-00-00
shuege01,Eugene William Shue,,56,0,1,270,82,0,3,3,3,931,65,156,0,0,0,291,105,210,36.08%,79,60,75.95%,0,0,0,0,0.00%,74,G,W,2,NYK,170,1954,12/18/1931,Maryland,0000-00-00
simmoco01,Cornelius Leo Simmons,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,80,C-F,W,1,BLB,222,1954,3/15/1925,none,4/15/1989
simmoco01,Cornelius Leo Simmons,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,80,C-F,W,2,SYR,222,1954,3/15/1925,none,4/15/1989
skoogwh01,Myer Upton Skoog,,72,0,1,876,267,0,7,7,7,2606,295,340,0,0,0,928,366,732,39.44%,176,144,81.82%,0,0,0,0,0.00%,71,G,W,1,MNL,180,1954,11/2/1926,Minnesota,0000-00-00
spearod01,Marion Odicca Spears,,71,0,1,707,158,0,3,3,3,1978,266,313,0,0,0,630,238,476,37.78%,287,231,80.49%,0,0,0,0,0.00%,76.5,G,W,1,ROC,205,1954,6/26/1925,Western Kentucky,3/28/1985
spoelar01,Arthur Cornelius Spoelstra,,70,0,1,441,58,0,3,3,3,1155,181,294,0,0,0,413,166,332,40.19%,157,109,69.43%,0,0,0,0,0.00%,81,C,W,1,ROC,220,1954,9/11/1932,Western Kentucky,4/9/2008
sundedo01,Don J. Sunderlage,,45,0,1,114,37,0,0,0,0,404,57,56,0,0,0,133,33,66,24.81%,73,48,65.75%,0,0,0,0,0.00%,73,G,W,1,MNL,180,1954,12/20/1929,Illinois,7/15/1961
tuckeji01,James D. Tucker,,20,0,1,129,13,0,9,9,9,346,63,112,0,0,0,143,47,94,32.87%,47,35,74.47%,0,0,0,0,0.00%,79,F,B,1,SYR,185,1954,12/11/1932,Duquesne,0000-00-00
turneja01,Jackie Lee Turner,,65,0,1,287,79,0,2,2,2,938,77,158,0,0,0,314,113,226,35.99%,79,61,77.22%,0,0,0,0,0.00%,76,F-G,W,1,NYK,170,1954,6/29/1930,Western Kentucky,0000-00-00
walthpa01,Paul G. Walther,,68,0,1,201,139,0,10,10,10,915,135,175,0,0,0,183,68,136,37.16%,106,65,61.32%,0,0,0,0,0.00%,74,G-F,W,1,FTW,160,1954,3/23/1927,Tennessee,0000-00-00
wanzebo01,Robert Francis Wanzer,1987,72,0,1,996,255,0,3,3,3,2476,171,395,0,0,0,855,340,680,39.77%,398,316,79.40%,0,0,0,0,0.00%,72,G,W,1,ROC,170,1954,6/4/1921,Seton Hall,0000-00-00
watsobo01,Robert E. Watson,,63,0,1,175,79,0,0,0,0,702,67,87,0,0,0,223,72,144,32.29%,45,31,68.89%,0,0,0,0,0.00%,70,G,W,1,MLH,155,1954,3/22/1930,Kentucky,0000-00-00
whitask01,Lucian Cary Whitaker,,3,0,1,2,1,0,0,0,0,15,4,1,0,0,0,6,1,2,16.67%,0,0,0.00%,0,0,0,0,0.00%,73,G,W,1,BOS,180,1954,8/29/1930,Kentucky,0000-00-00
yardlge01,George Harry Yardley,1996,60,0,1,1210,162,0,11,11,11,2570,242,693,0,0,0,1012,420,840,41.50%,495,370,74.75%,0,0,0,0,0.00%,77,F-G,W,1,FTW,190,1954,11/3/1928,Stanford,8/12/2004
zasloma01,Max  Zaslofsky,,70,0,1,837,221,0,11,11,11,1991,150,207,0,0,0,865,287,574,33.18%,372,263,70.70%,0,0,0,0,0.00%,74,G-F,W,1,FTW,170,1954,12/7/1925,St. John's (NY),10/15/1985
zawolze01,Robert Michael Zawoluk,,67,0,1,431,87,0,0,0,0,1117,147,256,0,0,0,375,138,276,36.80%,199,155,77.89%,0,0,0,0,0.00%,79,F-C,W,1,PHW,215,1954,10/13/1930,St. John's (NY),1/9/2007
arizipa01,Paul Joseph Arizin,1978,72,0,1,2030,218,0,10,10,10,3133,313,623,0,0,0,1607,720,1440,44.80%,725,590,81.38%,0,0,0,0,0.00%,74,F-G,W,1,PHW,190,1955,4/9/1928,Villanova,12/12/2006
arnelje01,Hugh Jesse Arnelle,,31,0,1,147,18,0,0,0,0,409,60,170,0,0,0,164,52,104,31.71%,69,43,62.32%,0,0,0,0,0.00%,77,F,B,1,FTW,220,1955,12/30/1933,Penn State,0000-00-00
athadi01,Richard E. Atha,,25,0,1,93,32,0,0,0,0,288,39,42,0,0,0,88,36,72,40.91%,27,21,77.78%,0,0,0,0,0.00%,74,G,W,1,NYK,190,1955,9/21/1931,Indiana State,0000-00-00
baechji01,James Edward Baechtold,,70,0,1,769,163,0,0,0,0,1738,156,220,0,0,0,695,268,536,38.56%,291,233,80.07%,0,0,0,0,0.00%,76,F-G,W,1,NYK,205,1955,12/9/1927,Eastern Kentucky,8/29/2011
barreer01,Ernie Drew Barrett,,72,0,1,518,178,0,3,3,3,1494,191,250,0,0,0,546,211,422,38.64%,121,96,79.34%,0,0,0,0,0.00%,75,G-F,W,1,BOS,180,1955,8/27/1929,Kansas State,0000-00-00
becker01,Ernest Joseph Beck,,67,0,1,432,101,0,10,10,10,1257,118,247,0,0,0,423,167,334,39.48%,137,98,71.53%,0,0,0,0,0.00%,76,G-F,W,1,PHW,190,1955,12/11/1931,Pennsylvania,0000-00-00
bielkdo01,Donald P. Bielke,,7,0,1,14,1,0,0,0,0,38,9,9,0,0,0,9,5,10,55.56%,7,4,57.14%,0,0,0,0,0.00%,79,C,W,1,FTW,240,1955,,Valparaiso,0000-00-00
braunca01,Carl August Braun,,72,0,1,1112,298,0,0,0,0,2316,215,259,0,0,0,1064,396,792,37.22%,382,320,83.77%,0,0,0,0,0.00%,77,G-F,W,1,NYK,180,1955,9/25/1927,Colgate,2/10/2010
brianfr01,Frank Sands Brian,,37,0,1,297,91,0,10,10,10,846,77,100,0,0,0,331,104,208,31.42%,109,89,81.65%,0,0,0,0,0.00%,73,G,W,1,FTW,180,1955,5/1/1923,Louisiana State,0000-00-00
cliftna01,Nathaniel  Clifton,,64,0,1,561,151,0,0,0,0,1537,189,386,0,0,0,541,213,426,39.37%,191,135,70.68%,0,0,0,0,0.00%,78,C-F,B,1,NYK,220,1955,10/13/1922,Xavier (LA),8/31/1990
colemja01,Jack L. Coleman,,34,0,1,479,147,0,0,0,0,1369,121,344,0,0,0,473,195,390,41.23%,125,89,71.20%,0,0,0,0,0.00%,79,F-C,W,1,ROC,195,1955,5/23/1924,Louisville,12/8/1997
colemja01,Jack L. Coleman,,41,0,1,588,179,0,8,8,8,1700,152,423,0,0,0,585,239,478,40.85%,159,110,69.18%,0,0,0,0,0.00%,79,F-C,W,2,STL,195,1955,5/23/1924,Louisville,12/8/1997
conlied01,Edward James Conlin,,66,0,1,627,154,0,8,8,8,1620,135,373,0,0,0,659,242,484,36.72%,216,143,66.20%,0,0,0,0,0.00%,77,F-G,W,1,SYR,200,1955,9/2/1933,Fordham,0000-00-00
coopech01,Charles Henry Cooper,,35,0,1,178,61,0,0,0,0,574,71,138,0,0,0,172,58,116,33.72%,84,62,73.81%,0,0,0,0,0.00%,77,F,B,1,STL,205,1955,9/29/1926,Duquesne,2/5/1984
coopech01,Charles Henry Cooper,,32,0,1,136,29,0,9,9,9,629,74,118,0,0,0,162,48,96,29.63%,52,40,76.92%,0,0,0,0,0.00%,77,F,B,2,FTW,205,1955,9/29/1926,Duquesne,2/5/1984
cousybo01,Robert Joseph Cousy,1971,72,0,1,1435,668,0,3,3,3,2891,210,516,0,0,0,1279,468,936,36.59%,589,499,84.72%,0,0,0,0,0.00%,73,G,W,1,BOS,175,1955,8/9/1928,Holy Cross,0000-00-00
davisre01,James R. Davis,,3,0,1,2,1,0,0,0,0,16,2,4,0,0,0,6,0,0,0.00%,2,2,100.00%,0,0,0,0,0.00%,79,C,W,1,ROC,220,1955,4/22/1932,St. John's (NY),0000-00-00
daviswa01,Walter Francis Davis,,70,0,1,346,59,0,10,10,10,1166,251,304,0,0,0,355,133,266,37.46%,118,80,67.80%,0,0,0,0,0.00%,80,C-F,W,1,PHW,205,1955,1/5/1931,Texas A&M,0000-00-00
dempsge01,George P. Dempsey,,72,0,1,378,218,0,10,10,10,1578,157,289,0,0,0,295,138,276,46.78%,159,102,64.15%,0,0,0,0,0.00%,74,G,W,1,PHW,190,1955,7/19/1929,King's (DE),0000-00-00
devlico01,Walter James Devlin,,69,0,1,643,161,0,10,10,10,1810,140,192,0,0,0,642,241,482,37.54%,217,161,74.19%,0,0,0,0,0.00%,77,G,W,1,FTW,195,1955,12/21/1931,George Washington,4/28/1995
dukeswa01,Walter F. Dukes,,60,0,1,465,39,0,0,0,0,1290,211,443,0,0,0,370,149,298,40.27%,236,167,70.76%,0,0,0,0,0.00%,84,C,B,1,NYK,220,1955,6/23/1930,Seton Hall,3/14/2001
farledi01,Richard L. Farley,,72,0,1,566,179,0,8,8,8,1598,185,186,0,0,0,523,202,404,38.62%,238,162,68.07%,0,0,0,0,0.00%,76,G-F,W,1,SYR,190,1955,4/13/1932,Indiana,10/1/1969
feierro01,Ronald E. Feiereisel,,10,0,1,30,6,0,0,0,0,59,9,6,0,0,0,28,8,16,28.57%,16,14,87.50%,0,0,0,0,0.00%,75,G,W,1,MNL,175,1955,8/6/1931,DePaul,1/28/2000
felixra01,Raymond Darlington Felix,,72,0,1,885,47,0,0,0,0,1702,293,623,0,0,0,668,277,554,41.47%,469,331,70.58%,0,0,0,0,0.00%,83,C,B,1,NYK,220,1955,12/10/1930,LIU,7/28/1991
ferraal01,Albert R. Ferrari,,68,0,1,664,187,0,8,8,8,1875,220,219,0,0,0,619,223,446,36.03%,306,218,71.24%,0,0,0,0,0.00%,76,G-F,W,1,STL,190,1955,7/6/1933,Michigan State,0000-00-00
flemied01,Edward Rufus Fleming,,71,0,1,889,197,0,0,0,0,2028,178,489,0,0,0,824,306,612,37.14%,372,277,74.46%,0,0,0,0,0.00%,75,G-F,B,1,ROC,189,1955,7/25/1933,Niagara,4/10/2002
foustla01,Lawrence Michael Foust,,72,0,1,1334,141,0,10,10,10,2313,301,775,0,0,0,951,416,832,43.74%,644,502,77.95%,0,0,0,0,0.00%,81,C-F,W,1,FTW,215,1955,6/24/1928,LaSalle,10/27/1984
gallaha01,Harry Junior Gallatin,1991,72,0,1,1002,168,0,0,0,0,2378,220,740,0,0,0,834,322,644,38.61%,455,358,78.68%,0,0,0,0,0.00%,78,F-C,W,1,NYK,210,1955,4/26/1927,NE Missouri State,0000-00-00
garmadi01,Richard Eugene Garmaker,,68,0,1,418,115,0,3,3,3,912,135,140,0,0,0,392,145,290,36.99%,156,128,82.05%,0,0,0,0,0.00%,75,G-F,W,1,MNL,200,1955,10/29/1932,Minnesota,0000-00-00
georgja01,John Edwin George,,72,0,1,1136,509,0,10,10,10,3245,239,360,0,0,0,1058,398,796,37.62%,450,340,75.56%,0,0,0,0,0.00%,74,G,W,1,PHW,190,1955,11/13/1928,LaSalle,1/30/1989
golato01,Thomas Joseph Gola,1976,68,0,1,855,462,0,10,10,10,2706,319,717,0,0,0,699,282,564,40.34%,393,291,74.05%,0,0,0,0,0.00%,78,G-F,W,1,PHW,205,1955,1/13/1933,LaSalle,0000-00-00
grabojo01,Joseph W. Graboski,,72,0,1,1166,217,0,10,10,10,2688,309,736,0,0,0,1229,450,900,36.62%,375,266,70.93%,0,0,0,0,0.00%,79,F-C,W,1,PHW,195,1955,1/15/1930,none,7/2/1998
hannual01,Alexander Murray Hannum,,71,0,1,446,167,0,8,8,8,1639,307,373,0,0,0,519,167,334,32.18%,189,112,59.26%,0,0,0,0,0.00%,78.5,F-C,W,1,STL,210,1955,7/19/1923,USC,1/18/2002
harribo02,Robert William Harrison,,72,0,1,683,306,0,8,8,8,2475,273,219,0,0,0,800,287,574,35.88%,165,109,66.06%,0,0,0,0,0.00%,73,G,W,1,STL,190,1955,8/12/1927,Michigan,0000-00-00
harrich01,Christopher R. Harris,,15,0,1,41,18,0,0,0,0,168,17,18,0,0,0,60,15,30,25.00%,18,11,61.11%,0,0,0,0,0.00%,75,G,W,1,STL,190,1955,8/11/1933,Dayton,0000-00-00
harrich01,Christopher R. Harris,,26,0,1,60,26,0,0,0,0,252,26,26,0,0,0,89,22,44,24.72%,27,16,59.26%,0,0,0,0,0.00%,75,G,W,2,ROC,190,1955,8/11/1933,Dayton,0000-00-00
hemridi01,Ned Dixon Hemric,,71,0,1,518,61,0,3,3,3,1383,149,421,0,0,0,424,166,332,39.15%,289,186,64.36%,0,0,0,0,0.00%,77,F,W,1,BOS,220,1955,8/29/1933,Wake Forest,0000-00-00
hennela01,Lawrence E. Hennessy,,53,0,1,196,48,0,3,3,3,455,38,50,0,0,0,256,85,170,33.20%,32,26,81.25%,0,0,0,0,0.00%,75,G,W,1,PHW,185,1955,5/20/1929,Villanova,8/20/2008
hitchle01,Lewis Rufus Hitch,,69,0,1,303,79,0,3,3,3,1183,92,298,0,0,0,248,98,196,39.52%,142,107,75.35%,0,0,0,0,0.00%,80,F-C,W,1,MNL,200,1955,7/16/1929,Kansas State,2/8/2012
holstji01,James H. Holstein,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,74,F-G,W,1,MNL,180,1955,9/24/1930,Cincinnati,12/16/2007
holstji01,James H. Holstein,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0,0,0.00%,74,F-G,W,2,FTW,180,1955,9/24/1930,Cincinnati,12/16/2007
horanjo01,John F. Horan,,7,0,1,22,1,0,0,0,0,43,14,4,0,0,0,26,8,16,30.77%,6,6,100.00%,0,0,0,0,0.00%,80,F,W,1,FTW,190,1955,11/24/1932,Dayton,11/14/1980
horanjo01,John F. Horan,,12,0,1,12,1,0,0,0,0,50,7,6,0,0,0,16,4,8,25.00%,5,4,80.00%,0,0,0,0,0.00%,80,F,W,2,MNL,190,1955,11/24/1932,Dayton,11/14/1980
houbrbo01,Robert J. Houbregs,1987,70,0,1,880,173,0,10,10,10,1752,168,481,0,0,0,653,283,566,43.34%,427,314,73.54%,0,0,0,0,0.00%,79,C-F,W,1,FTW,210,1955,3/12/1932,Washington,0000-00-00
hutchme01,Melvin R. Hutchins,,66,0,1,885,203,0,10,10,10,2617,193,584,0,0,0,876,359,718,40.98%,262,167,63.74%,0,0,0,0,0.00%,78,F-C,W,1,FTW,200,1955,11/22/1928,Brigham Young,0000-00-00
johnsne01,Donald Neil Johnston,1990,70,0,1,1750,276,0,10,10,10,2991,292,1015,0,0,0,1261,568,1136,45.04%,777,614,79.02%,0,0,0,0,0.00%,80,C,W,1,PHW,210,1955,2/4/1929,Ohio State,9/28/1978
kalafed01,Edward L. Kalafat,,72,0,1,607,132,0,3,3,3,1694,249,461,0,0,0,561,203,406,36.19%,271,201,74.17%,0,0,0,0,0.00%,78,C-F,W,1,MNL,245,1955,10/13/1932,Minnesota,0000-00-00
kenvibi01,William McGill Kenville,,72,0,1,583,173,0,8,8,8,1406,153,232,0,0,0,493,186,372,37.73%,280,211,75.36%,0,0,0,0,0.00%,74,G-F,W,1,SYR,187,1955,12/1/1930,St. Bonaventure,0000-00-00
kerrjo01,John Graham Kerr,,72,0,1,1050,94,0,8,8,8,2327,191,675,0,0,0,1012,414,828,40.91%,349,222,63.61%,0,0,0,0,0.00%,81,C-F,W,1,SYR,230,1955,8/17/1932,Illinois,2/26/2009
kingge01,George Smith King,,72,0,1,860,470,0,8,8,8,2660,166,297,0,0,0,871,323,646,37.08%,323,214,66.25%,0,0,0,0,0.00%,72,G,W,1,SYR,175,1955,8/16/1928,Morris-Harvey,10/5/2006
lloydea01,Earl Francis Lloyd,,72,0,1,677,123,0,8,8,8,2009,304,535,0,0,0,717,239,478,33.33%,255,199,78.04%,0,0,0,0,0.00%,77,F-C,B,1,SYR,200,1955,4/3/1928,West Virginia State,0000-00-00
loscuji01,James  Loscutoff,,71,0,1,620,69,0,3,3,3,1671,221,648,0,0,0,659,237,474,35.96%,216,146,67.59%,0,0,0,0,0.00%,77,F,W,1,BOS,220,1955,2/4/1930,Oregon,0000-00-00
lovelcl01,Clyde Edward Lovellette,1988,71,0,1,1583,170,0,3,3,3,2587,258,1017,0,0,0,1409,613,1226,43.51%,501,357,71.26%,0,0,0,0,0.00%,81,C-F,W,1,MNL,230,1955,9/7/1929,Kansas,0000-00-00
macaued01,Charles Edward Macauley,1960,71,0,1,1271,216,0,3,3,3,2427,164,437,0,0,0,1025,432,864,42.15%,515,407,79.03%,0,0,0,0,0.00%,80,C-F,W,1,BOS,185,1955,3/22/1928,St. Louis,11/8/2011
martisl01,Slater Nelson Martin,1982,72,0,1,1001,460,0,3,3,3,2959,211,267,0,0,0,900,326,652,36.22%,419,349,83.29%,0,0,0,0,0.00%,70,G,W,1,MNL,170,1955,10/22/1925,Texas,0000-00-00
mcguidi01,Richard Joseph McGuire,1993,62,0,1,425,362,0,0,0,0,1685,146,220,0,0,0,438,152,304,34.70%,193,121,62.69%,0,0,0,0,0.00%,72,G,W,1,NYK,180,1955,1/25/1926,St. John's (NY),2/3/2010
mcmahja01,John Joseph McMahon,,34,0,1,255,115,0,0,0,0,856,85,85,0,0,0,307,100,200,32.57%,90,55,61.11%,0,0,0,0,0.00%,73,G,W,1,ROC,185,1955,12/3/1928,St. John's (NY),6/11/1989
mcmahja01,John Joseph McMahon,,36,0,1,302,122,0,8,8,8,1019,103,104,0,0,0,363,121,242,33.33%,106,60,56.60%,0,0,0,0,0.00%,73,G,W,2,STL,185,1955,12/3/1928,St. John's (NY),6/11/1989
meinedo01,Donald E. Meineke,,69,0,1,489,102,0,0,0,0,1248,191,316,0,0,0,414,154,308,37.20%,232,181,78.02%,0,0,0,0,0.00%,79,F-C,W,1,ROC,208,1955,10/30/1930,Dayton,0000-00-00
mencech01,Charles J. Mencel,,69,0,1,344,140,0,3,3,3,1025,78,115,0,0,0,394,130,260,32.99%,103,84,81.55%,0,0,0,0,0.00%,71,G,W,1,MNL,168,1955,4/21/1933,Minnesota,0000-00-00
mikange01,George Lawrence Mikan,1959,37,0,1,426,58,0,3,3,3,825,167,336,0,0,0,410,161,322,39.27%,135,104,77.04%,0,0,0,0,0.00%,82,C,W,1,MNL,230,1955,6/18/1924,DePaul,6/1/2005
mikkeve01,Arild Verner Agerskov Mikkelsen,1995,72,0,1,1002,175,0,3,3,3,2190,333,625,0,0,0,847,328,656,38.72%,428,346,80.84%,0,0,0,0,0.00%,79,F-C,W,1,MNL,225,1955,10/21/1928,Hamline,0000-00-00
mooreja01,John T. Moore,,54,0,1,150,28,0,8,8,8,454,94,134,0,0,0,149,58,116,38.93%,59,34,57.63%,0,0,0,0,0.00%,77,F,B,1,PHW,180,1955,9/24/1932,LaSalle,0000-00-00
morrire01,Dwight W. Morrison,,71,0,1,226,53,0,3,3,3,933,164,356,0,0,0,247,91,182,36.84%,93,44,47.31%,0,0,0,0,0.00%,80,F-C,W,1,BOS,215,1955,4/26/1932,Idaho,0000-00-00
nichoja01,Jack Edward Nichols,,60,0,1,901,170,0,3,3,3,2064,241,661,0,0,0,842,346,692,41.09%,263,209,79.47%,0,0,0,0,0.00%,79,C-F,W,1,BOS,222,1955,4/9/1926,Washington,12/24/1992
noblech01,Charles E. Noble,,72,0,1,760,323,0,10,10,10,2274,283,291,0,0,0,859,299,598,34.81%,212,162,76.42%,0,0,0,0,0.00%,76,G,W,1,FTW,190,1955,7/24/1931,Louisville,0000-00-00
palazto01,Togo Anthony Palazzi,,63,0,1,377,42,0,2,2,2,710,88,184,0,0,0,378,146,292,38.62%,124,85,68.55%,0,0,0,0,0.00%,76,F-G,W,1,BOS,205,1955,8/8/1932,Holy Cross,0000-00-00
parkme01,Medford R. Park,,40,0,1,188,51,0,6,6,6,512,83,111,0,0,0,182,60,120,32.97%,103,68,66.02%,0,0,0,0,0.00%,74,G-F,W,1,STL,200,1955,4/11/1933,Missouri,7/23/1998
peterbo01,Robert  Peterson,,58,0,1,310,44,0,0,0,0,779,123,223,0,0,0,303,121,242,39.93%,104,68,65.38%,0,0,0,0,0.00%,77,F,W,1,NYK,210,1955,1/25/1932,Oregon,7/30/2011
pettibo01,Robert E. Lee Pettit,1971,72,0,1,2002,207,0,8,8,8,3068,222,1248,0,0,0,1635,693,1386,42.39%,827,616,74.49%,0,0,0,0,0.00%,81,F-C,W,1,STL,205,1955,12/12/1932,Louisiana State,0000-00-00
phillan01,Andrew Michael Phillip,1961,70,0,1,437,445,0,10,10,10,2251,171,283,0,0,0,432,157,314,36.34%,224,123,54.91%,0,0,0,0,0.00%,74,G-F,W,1,FTW,195,1955,3/7/1922,Illinois,4/28/2001
reganri01,Richard Joseph Regan,,72,0,1,565,222,0,0,0,0,1746,179,174,0,0,0,681,240,480,35.24%,133,85,63.91%,0,0,0,0,0.00%,74,G,W,1,ROC,180,1955,11/30/1930,Seton Hall,12/24/2002
rickedi01,Richard James Ricketts,,29,0,1,243,82,0,0,0,0,777,115,196,0,0,0,301,94,188,31.23%,78,55,70.51%,0,0,0,0,0.00%,79,F-C,B,1,STL,215,1955,12/4/1933,Duquesne,3/6/1988
rickedi01,Richard James Ricketts,,39,0,1,365,124,0,0,0,0,1166,172,294,0,0,0,451,141,282,31.26%,117,83,70.94%,0,0,0,0,0.00%,79,F-C,B,2,ROC,215,1955,12/4/1933,Duquesne,3/6/1988
risenar01,Arnold D. Risen,1998,68,0,1,585,90,0,3,3,3,1685,315,597,0,0,0,527,201,402,38.14%,258,183,70.93%,0,0,0,0,0.00%,81,C-F,W,1,BOS,200,1955,10/9/1924,Ohio State,0000-00-00
rochare01,Ephraim J. Rocha,,72,0,1,788,146,0,8,8,8,2072,281,468,0,0,0,760,273,546,35.92%,307,242,78.83%,0,0,0,0,0.00%,80,C-F,W,1,SYR,185,1955,9/18/1923,Oregon State,2/13/2010
santibo01,Robert  Santini,,4,0,1,11,1,0,0,0,0,23,4,3,0,0,0,10,5,10,50.00%,2,1,50.00%,0,0,0,0,0.00%,77,F,W,1,NYK,190,1955,2/17/1932,Iona,0000-00-00
schafbo01,Robert Thomas Schafer,,12,0,1,31,9,0,0,0,0,82,14,13,0,0,0,35,12,24,34.29%,12,7,58.33%,0,0,0,0,0.00%,75,G,W,1,PHW,195,1955,3/29/1933,Villanova,2/15/2005
schafbo01,Robert Thomas Schafer,,42,0,1,204,45,0,4,4,4,535,69,67,0,0,0,255,72,144,28.24%,75,60,80.00%,0,0,0,0,0.00%,75,G,W,2,STL,195,1955,3/29/1933,Villanova,2/15/2005
schaydo01,Adolph  Schayes,1973,72,0,1,1649,227,0,8,8,8,2827,278,1002,0,0,0,1344,517,1034,38.47%,715,615,86.01%,0,0,0,0,0.00%,79,F-C,W,1,SYR,195,1955,5/19/1928,NYU,0000-00-00
schnidi01,Richard Dean Schnittker,,72,0,1,855,147,0,3,3,3,2017,267,311,0,0,0,670,267,534,39.85%,375,321,85.60%,0,0,0,0,0.00%,77,F,W,1,MNL,200,1955,5/27/1928,Ohio State,0000-00-00
searske01,Kenneth Robert Sears,,70,0,1,896,114,0,0,0,0,2069,201,616,0,0,0,728,319,638,43.82%,324,258,79.63%,0,0,0,0,0.00%,81,F,W,1,NYK,195,1955,8/17/1933,Santa Clara,0000-00-00
