bioID,Full Name,pos,height,weight,college,birthDate,deathDate,race
onealsh01,Shaquille Rashaun O'Neal,C,85,300,Louisiana State,3/6/1972,0000-00-00,B
ormsba01,Barry D. Orms,G,75,190,St. Louis,5/1/1946,0000-00-00,B
orrlo01,Louis M. Orr,F,80,175,Syracuse,5/7/1958,0000-00-00,B
ortonda01,Daniel Joseph Orton,C,82,255,Kentucky,8/6/1990,0000-00-00,B
osheake01,Kevin Christopher O'Shea,G,74,175,Notre Dame,7/10/1925,2/21/2003,W
oshiega01,Garland Lee O'Shields,G-F,73,195,Tennessee,5/23/1921,1/17/2001,W
ottenma01,Mac William Otten,F-C,79,220,Bowling Green,12/16/1925,0000-00-00,W
outlatr01,Travis Marquez Outlaw,F,81,210,none,9/18/1984,0000-00-00,B
owensan01,Andre  Owens,G,76,200,Houston,10/31/1980,0000-00-00,B
owensbi01,Billy Eugene Owens,F-G,80,220,Syracuse,5/1/1969,0000-00-00,B
owensed01,Eddie  Owens,F,79,210,UNLV,12/26/1953,0000-00-00,B
owensji01,Jim  Owens,F,77,200,Arizona State,5/1/1950,0000-00-00,W
owenske01,Keith Kensel Owens,F,79,225,UCLA,5/31/1969,0000-00-00,B
owensla01,Larry  Owens,F-G,79,210,Oral Roberts,1/8/1983,0000-00-00,B
oyedeol01,Olumide  Oyedeji,F-C,82,240,none,5/11/1981,0000-00-00,B
packro01,Robert John Pack,G,74,180,USC,2/3/1969,0000-00-00,B
packwa01,Wayne  Pack,G,72,165,Tennessee Tech,7/5/1950,0000-00-00,B
paddige01,Gerald James Paddio,F-G,79,205,UNLV,4/21/1965,0000-00-00,B
padgesc01,Scott Anthony Padgett,F,81,240,Kentucky,4/19/1976,0000-00-00,W
pagetda01,Dana P. Pagett,G,74,180,USC,3/29/1949,0000-00-00,W
palazto01,Togo Anthony Palazzi,F-G,76,205,Holy Cross,8/8/1932,0000-00-00,W
palmewa01,Walter Scott Palmer,C-F,85,215,Dartmouth,10/23/1968,0000-00-00,W
pargoja01,Jannero  Pargo,G,74,170,Arkansas,9/22/1979,0000-00-00,B
parisro01,Robert Lee Parish,C,84,230,Centenary,8/30/1953,0000-00-00,B
parkean01,Anthony Michael Parker,G,76,215,Bradley,6/19/1975,0000-00-00,B
parkhba01,Barry  Parkhill,G,75,180,Virginia,5/10/1951,0000-00-00,W
parkija01,Jack Gordon Parkinson,G,72,174,Kentucky,3/4/1924,5/29/1997,W
parksch02,Cherokee Bryan Parks,C-F,83,230,Duke,10/11/1972,0000-00-00,W
parrado01,Doyle Kenneth Parrack,F-G,72,165,Oklahoma A&M,12/6/1921,9/5/2008,W
parrja01,Jack  Parr,C,81,220,Kansas State,3/13/1936,0000-00-00,W
parsoch01,Chandler  Parsons,F,81,200,Florida,10/25/1988,0000-00-00,W
paspaza01,Zarko  Paspalj,F,81,215,none,3/27/1966,0000-00-00,W
patrimy01,Myles  Patrick,F,80,220,Auburn,11/19/1954,0000-00-00,B
pattean01,Andrae Malone Patterson,F,81,238,Indiana,11/12/1975,0000-00-00,B
pattege01,George  Patterson,C-F,79.5,230,Toledo,11/26/1939,12/22/2003,W
pattepa01,Patrick Davell Patterson,F,81,235,Kentucky,3/14/1989,0000-00-00,B
patteru01,Ruben Nathaniel Patterson,F,77,224,Cincinnati,7/31/1975,0000-00-00,B
paxsojo01,John MacBeth Paxson,G,74,185,Notre Dame,9/29/1960,0000-00-00,W
paytoga01,Gary Dwayne Payton,G,76,180,Oregon State,7/23/1968,0000-00-00,B
pearcge01,George W. Pearcy,G,73,165,Indiana State,7/2/1919,0000-00-00,W
pearche01,Henry Earl Pearcy,G,73,170,Indiana State,7/21/1922,1/11/2002,W
peckwi01,Wiley J. Peck,G-F,79,220,Mississippi State,9/15/1957,0000-00-00,B
peekri01,Richard Shelby Peek,C,83,230,Florida,10/28/1943,0000-00-00,W
peelean01,Anthony Eugene Peeler,G,76,208,Missouri,11/25/1969,0000-00-00,B
peeplge01,George Albert Peeples,C-F,79,190,Iowa,10/30/1943,0000-00-00,B
pekovni01,Nikola  Pekovic,F,83,243,none,1/3/1986,0000-00-00,W
penbemi01,Mike  Penberthy,G,75,185,The Masters College,11/29/1973,0000-00-00,W
pendeje01,Jerry Lee Pender,G,74,185,Fresno State,2/12/1950,0000-00-00,B
penigde01,Desmond  Penigar,F,79,245,Utah State,7/16/1981,0000-00-00,B
penneki01,Kirk Samuel Penney,G,77,230,Wisconsin,11/23/1980,0000-00-00,W
perkike01,Kendrick Le'Dale Perkins,C,82,280,none,11/10/1984,0000-00-00,B
perkiwa01,Warren C. Perkins,G-F,75,190,Tulane,2/2/1924,0000-00-00,W
perryau01,Aulcie  Perry,C,82,210,Bethune-Cookman,7/3/1950,0000-00-00,B
perrycu01,Curtis R. Perry,F,79,220,Southwest Missouri,9/13/1948,0000-00-00,B
perryel01,Elliot Lamonte Perry,G,72,150,Memphis State,3/28/1969,0000-00-00,B
perryro01,Ron  Perry,G,75,190,Virginia Tech,12/29/1943,0000-00-00,W
persoch01,Chuck Connors Person,F,80,220,Auburn,6/27/1964,0000-00-00,B
persowe01,Wesley Lavon Person,G,78,195,Auburn,3/28/1971,0000-00-00,B
peterlo01,Loy M. Petersen,G,77,205,Oregon State,7/26/1945,0000-00-00,W
petermo01,Morris  Peterson,G-F,79,215,Michigan State,8/26/1977,0000-00-00,B
petrodr01,Drazen  Petrovic,G,77,195,Zagreb,10/22/1964,6/7/1993,W
petrojo01,Johan  Petro,C,84,247,none,1/27/1986,0000-00-00,B
petruri01,Richard  Petruska,C-F,82,260,UCLA,1/25/1969,0000-00-00,W
pettwje01,Jerry  Pettway,G-F,75,185,Northwood Institute,2/13/1944,0000-00-00,B
pheglro01,Roger Dale Phegley,G-F,78,205,Bradley,10/16/1956,0000-00-00,W
phelaja02,James J. Phelan,G,73,175,LaSalle,3/19/1929,0000-00-00,W
phelpde01,Derrick Michael Phelps,G,76,181,North Carolina,7/31/1972,0000-00-00,B
phillbo01,Bobby Ray Phills,G,77,210,Southern (LA),12/20/1969,1/12/2000,B
philled01,Eddie Lee Phillips,F,79,225,Alabama,9/29/1961,0000-00-00,B
phillga01,Gary A. Phillips,G,75,189,Houston,12/7/1939,0000-00-00,W
piatker01,Eric Todd Piatkowski,G-F,79,215,Nebraska,9/30/1970,0000-00-00,W
piercpa01,Paul Anthony Pierce,F,78,220,Kansas,10/13/1977,0000-00-00,B
piercri01,Ricky Charles Pierce,F-G,76,205,Rice,8/19/1959,0000-00-00,B
pietrmi01,Mickael  Pietrus,G-F,78,200,none,2/7/1982,0000-00-00,B
pinonjo01,John Gabriel Pinone,F,80,230,Villanova,2/19/1961,0000-00-00,W
pippesc01,Scottie  Pippen,F-G,79,210,Central Arkansas,9/25/1965,0000-00-00,B
pittmde01,Dexter Jerome Pittman,C,83,308,Texas,3/2/1988,0000-00-00,B
planizo01,Zoran  Planinic,G-F,79,195,none,9/12/1982,0000-00-00,W
plummga01,Gary  Plummer,F-C,81,215,Boston University,2/21/1962,0000-00-00,B
podkopa01,Pavel  Podkolzin,C,89,260,none,1/15/1985,0000-00-00,W
poleedw01,Dwayne L. Polee,G,77,180,Pepperdine,3/2/1963,0000-00-00,B
pollasc01,Scot L. Pollard,C-F,82,265,Kansas,2/12/1975,0000-00-00,W
polsora01,Ralph M. Polson,F-C,79,200,Whitworth,10/26/1929,0000-00-00,W
polynol01,Olden  Polynice,C-F,83,220,Virginia,11/21/1964,0000-00-00,B
pondequ01,Quincy Coe Pondexter,F,78,225,Washington,3/10/1988,0000-00-00,B
popeda01,David  Pope,F,79,220,Norfolk State,4/15/1962,0000-00-00,B
popema01,Mark Edward Pope,F,82,235,Kentucky,9/11/1972,0000-00-00,W
portech01,Chris  Porter,F,79,218,Auburn,5/9/1978,0000-00-00,B
porteho01,Howard  Porter,F-C,80,220,Villanova,8/31/1948,5/26/2007,B
porteke01,Kevin  Porter,G,72,170,St. Francis (PA),4/17/1950,0000-00-00,B
portete01,Terry  Porter,G,75,195,Wisconsin-Stevens Point,4/8/1963,0000-00-00,B
portewi01,Willie William Porter,F,79,205,Tennessee A&I,7/3/1942,0000-00-00,B
poseyja01,James Mikley Mantell Posey,G-F,79,215,Xavier,1/13/1977,0000-00-00,B
postljo01,John  Postley,F,77,220,Bethune-Cookman,5/30/1940,0000-00-00,B
potapvi01,Vitaly Nikolaevich Potapenko,C-F,82,280,Wright State,3/21/1975,0000-00-00,W
powele01,Leon  Powe,F,80,240,California,1/22/1984,0000-00-00,B
praddma01,Marlbert  Pradd,G,75,170,Dillard,11/17/1944,0000-00-00,B
pressdo01,Dominic Ivan Pressley,G,74,170,Boston College,5/30/1964,0000-00-00,B
pressha01,Harold  Pressley,F-G,79,210,Villanova,7/14/1963,0000-00-00,B
presspa01,Paul Matthew Pressey,G-F,77,185,Tulsa,12/24/1958,0000-00-00,B
pricero01,Ronnie  Price,G,74,190,Utah Valley State,6/21/1983,0000-00-00,B
princta01,Tayshaun Durell Prince,F-G,81,215,Kentucky,2/28/1980,0000-00-00,B
pritcjo01,John D. Pritchard,C,81,220,Drake,1/23/1927,0000-00-00,W
pritcke01,Kevin Lee Pritchard,G,75,180,Kansas,7/17/1967,0000-00-00,W
przybjo01,Joel Anthony Przybilla,C,85,243,Minnesota,10/10/1979,0000-00-00,W
pullaan01,Anthony Quinn Pullard,F,82,245,McNeese State,6/23/1966,0000-00-00,B
quinnbr01,Brian Ralph Quinnett,F,80,235,Washington State,5/30/1966,0000-00-00,W
radfoma01,Mark Jeffrey Radford,G,76,190,Oregon State,7/5/1959,0000-00-00,B
radfowa01,Wayne  Radford,G,75,205,Indiana,5/29/1956,0000-00-00,B
radjadi01,Dino  Radja,F-C,83,225,none,4/24/1967,0000-00-00,W
radmavl01,Vladimir  Radmanovic,F,82,227,none,11/19/1980,0000-00-00,W
radojal01,Aleksandar  Radojevic,C,87,242,Barton County CC,8/8/1976,0000-00-00,W
radovfr01,Frank Raymond Radovich,F,80,235,Indiana,3/3/1938,0000-00-00,W
raikesh01,Sherwin H. Raiken,G,74,185,Villanova,10/29/1928,1/16/2009,W
rakocig01,Igor  Rakocevic,G,74,184,none,3/29/1978,0000-00-00,W
ramsefr01,Frank Vernon Ramsey,F-G,75,185,Kentucky,7/13/1931,0000-00-00,W
randama01,Mark Christopher Randall,F,79,230,Kansas,9/30/1967,0000-00-00,W
ranseke01,Kelvin  Ransey,G,73,170,Ohio State,5/3/1958,0000-00-00,B
rasmubl01,Blair Allen Rasmussen,C,84,250,Oregon,11/13/1962,0000-00-00,W
ratkoge01,George  Ratkovicz,C-F,78,220,none,11/13/1922,11/10/2007,W
rautile01,Leo R. Rautins,F,80,215,Syracuse,3/20/1960,0000-00-00,W
rayal01,Allan  Ray,G,74,190,Villanova,6/17/1984,0000-00-00,B
raycl01,Clifford  Ray,C,81,230,Oklahoma,1/21/1949,0000-00-00,B
rayja01,James Earl Ray,F,80,215,Jacksonville,7/27/1957,0000-00-00,B
raymocr01,Craig Milford Raymond,C,83,235,Brigham Young,4/5/1945,0000-00-00,W
reavejo01,Joe L. Reaves,F,77,210,Bethel (TN),5/27/1950,0000-00-00,B
rebraze01,Zeljko  Rebraca,F,83,240,none,4/9/1972,0000-00-00,W
recasel01,Eldridge David Recasner,G,75,190,Washington,12/14/1967,0000-00-00,B
reddmi01,Michael Wesley Redd,G,78,214,Ohio State,8/24/1979,0000-00-00,B
redmoma01,Marlon Bernard Redmond,G,78,188,San Francisco,4/15/1955,0000-00-00,B
reedju01,Justin  Reed,F,80,240,Mississippi,1/16/1982,0000-00-00,B
reedwi01,Willis  Reed,C-F,81,235,Grambling,6/25/1942,0000-00-00,B
reevebr01,Bryant  Reeves,C,84,275,Oklahoma State,6/8/1973,0000-00-00,W
reevekh01,Khalid  Reeves,G,75,199,Arizona,7/15/1972,0000-00-00,B
reiddo01,Don Corey Reid,F,80,250,Georgetown,12/30/1973,0000-00-00,B
reidro01,Robert Keith Reid,F-G,80,205,St. Mary's (TX),8/30/1955,0000-00-00,B
reidry01,Ryan  Reid,F,80,235,Florida State,10/30/1986,0000-00-00,B
reineja01,Jared Thomas Reiner,C,83,255,Iowa,4/8/1982,0000-00-00,W
rellfri01,Richard Allen Rellford,F-G,78,230,Michigan,2/16/1964,0000-00-00,B
renchte01,Terrence Lamont Rencher,G,75,185,Texas,2/19/1973,0000-00-00,B
rennijo01,John William Rennicke,G,74,185,Drake,8/11/1929,12/9/2007,W
rentzef01,Efthimios  Rentzias,C,83,243,none,1/11/1976,0000-00-00,W
respesh01,Shawn Christopher Respert,G,73,195,Michigan State,2/6/1972,0000-00-00,B
restake01,Kevin Gilbert Restani,F-C,81,225,San Francisco,12/23/1951,4/25/2010,W
reynoge01,George  Reynolds,G,76,195,Houston,11/23/1947,0000-00-00,B
reynoje01,Jerry  Reynolds,G-F,80,198,Louisiana State,12/23/1962,0000-00-00,B
rhineke01,Kendall Lee Rhine,C,82,230,Rice,2/13/1943,0000-00-00,W
rhodero01,Rodrick  Rhodes,G-F,78,225,Southern California,9/24/1973,0000-00-00,B
ricegl01,Glen Anthony Rice,F-G,79,214,Michigan,5/28/1967,0000-00-00,B
richacl01,Clint Dewitt Richardson,G,75,195,Seattle,8/7/1956,0000-00-00,B
richaja01,Jason Anthony Richardson,G-F,78,220,Michigan State,1/20/1981,0000-00-00,B
richano01,Norm  Richardson,G,77,200,Hofstra,7/24/1979,0000-00-00,B
richaqu01,Quentin L. Richardson,G,78,223,DePaul,4/13/1980,0000-00-00,B
richtjo01,John Fritz Richter,F,80,225,North Carolina State,3/12/1937,0000-00-00,W
rideris01,Isaiah  Rider,G-F,77,215,UNLV,3/12/1971,0000-00-00,B
ridglja01,Jackie Lendell Ridgle,G,76,195,California,2/13/1948,8/26/1998,B
rigauan01,Antoine Roger Rigaudeau,F-G,79,210,none,12/17/1971,0000-00-00,W
rileyer01,Eric Kendall Riley,C,84,245,Michigan,6/2/1970,0000-00-00,B
riverda01,David Lee Rivers,G,72,170,Notre Dame,1/20/1965,0000-00-00,B
roberal01,Alvin Cyrrale Robertson,G,75,185,Arkansas,7/22/1962,0000-00-00,B
roberan01,Anthony Jerome Roberts,F-G,77,185,Oral Roberts,4/15/1955,3/29/1997,B
roberan02,Anthony  Roberson,G,74,180,Florida,2/14/1983,0000-00-00,B
roberla01,Lawrence Edward Roberts,F,81,240,Mississippi State,10/20/1982,0000-00-00,B
roberos01,Oscar Palmer Robertson,G-F,77,205,Cincinnati,11/24/1938,0000-00-00,B
roberri01,Rick  Roberson,C-F,81,230,Cincinnati,7/7/1947,0000-00-00,B
roberry01,Ryan Ashley Robertson,G,77,190,Kansas,10/2/1976,0000-00-00,W
roberst01,Stanley Corvet Roberts,C,84,285,Louisiana State,2/7/1970,0000-00-00,B
roberte01,Terrance  Roberson,F,79,215,Fresno State,12/30/1976,0000-00-00,B
robinbe01,Bernard Gregory Robinson,G-F,78,210,Michigan ,12/26/1980,0000-00-00,B
robincl02,Clifford Ralph Robinson,F-C,82,225,Connecticut,12/16/1966,0000-00-00,B
robinda01,David Maurice Robinson,C,85,235,Navy,8/6/1965,0000-00-00,B
robinfl01,Flynn James Robinson,G,73,185,Wyoming,4/28/1941,0000-00-00,B
robingl01,Glenn Alann Robinson,F,79,225,Purdue,1/10/1973,0000-00-00,B
robinja01,Jackie  Robinson,F,78,210,UNLV,5/20/1955,0000-00-00,B
robinja02,James  Robinson,G,74,180,Alabama,8/31/1970,0000-00-00,B
robinja03,Jamal Tyrone Robinson,F,79,195,Virginia ,12/27/1973,0000-00-00,B
robinla01,Larry  Robinson,F-G,75,180,Centenary,1/11/1968,0000-00-00,B
robinol01,Oliver Leon Robinson,G,76,180,Alabama-Birmingham,3/13/1960,0000-00-00,B
robinro01,Ronnie  Robinson,F,80,200,Memphis State,3/9/1951,0000-00-00,B
robinru01,Rumeal James Robinson,G,74,195,Michigan,11/13/1966,0000-00-00,B
robinwa01,Wayne Howard Robinson,F,80,217,Virginia Tech,4/19/1958,0000-00-00,B
rochejo01,John Michael Roche,G,74,160,South Carolina,9/26/1949,0000-00-00,W
rockeja01,Jack L. Rocker,C-F,77,185,California,8/12/1922,11/27/2010,W
rodgegu01,Guy William Rodgers,G,72,185,Temple,9/1/1935,2/19/2001,B
rodmade01,Dennis Keith Rodman,F,79,210,SE Oklahoma State,5/13/1961,0000-00-00,B
rogerca01,Carlos Deon Rogers,C-F,82,220,Tennessee State,2/6/1971,0000-00-00,B
rogerha01,Harry Jerome Rogers,F,79,195,St. Louis,12/31/1950,0000-00-00,B
rogerma01,Marshall Lee Rogers,G,73,190,Pan American,8/27/1953,6/15/2011,B
rogerro01,Rodney Ray Rogers,F,79,235,Wake Forest,6/20/1971,0000-00-00,B
rogerro02,Roy  Rogers,F,82,235,Alabama,8/19/1973,0000-00-00,B
rogerwi01,Willie Daniel Rogers,G-F,75,185,Oklahoma,9/11/1945,0000-00-00,B
romarlo01,Lorenzo  Romar,G,73,175,Washington,11/13/1958,0000-00-00,B
rondora01,Rajon Pierre Rondo,F,73,171,Kentucky,2/22/1986,0000-00-00,B
rookje01,Jerry G. Rook,F,77,219,Arkansas State,10/27/1943,0000-00-00,W
rooksse01,Sean Lester Rooks,C,82,250,Arizona,9/9/1969,0000-00-00,B
roseja01,Jalen  Rose,G,80,210,Michigan,1/30/1973,0000-00-00,B
rosema01,Malik Jabari Rose,F,79,240,Drexel,11/23/1974,0000-00-00,B
rossqu01,Quinton Lenord Ross,G,78,193,Southern Methodist,4/30/1981,0000-00-00,B
rothsc01,Scott Edward Roth,F,78,212,Wisconsin,6/3/1963,0000-00-00,W
rowecu01,Curtis  Rowe,F,79,225,UCLA,7/2/1949,0000-00-00,B
rowlade01,Derrick  Rowland,G,77,195,Potsdam State,6/21/1959,0000-00-00,B
rowsobr01,Brian Maurice Rowsom,F,81,220,UNC-Wilmington,10/23/1965,0000-00-00,B
royaldo01,Donald Adam Royal,F,80,210,Notre Dame,5/22/1966,0000-00-00,B
roybr01,Brandon DaWayne Roy,G,78,215,Washington,7/23/1984,0000-00-00,B
roziecl01,Clifford Glen Rozier,C-F,83,245,Louisville,10/31/1972,0000-00-00,B
ruckegu01,Guy  Rucker,F-C,81,235,Iowa,7/27/1977,0000-00-00,B
ruddjo01,John William Rudd,F,79,230,McNeese State,8/7/1955,0000-00-00,W
rudomjo01,John  Rudometkin,F,78,205,USC,6/6/1940,0000-00-00,W
ruffimi01,Michael David Ruffin,F,80,246,Tulsa,1/21/1977,0000-00-00,B
ruffitr01,Trevor  Ruffin,G,73,185,Hawaii,9/26/1970,0000-00-00,B
ruffnpa01,Paul  Ruffner,C-F,82,225,Brigham Young,10/15/1948,0000-00-00,W
ruscost01,Stefano  Rusconi,C-F,81,240,none,10/2/1968,0000-00-00,W
rushbr01,Brandon Leray Rush,G,78,210,Kansas,7/7/1985,0000-00-00,B
rushka01,Kareem Lamar Rush,G,78,215,Missouri,10/30/1980,0000-00-00,B
russebr01,Bryon Demetrise Russell,F,79,225,Long Beach State,12/31/1970,0000-00-00,B
russeca01,Cazzie Lee Russell,F-G,77,210,Michigan,6/7/1944,0000-00-00,B
russefr01,Frank  Russell,G,75,180,Detroit,4/17/1949,0000-00-00,B
russeru01,Rubin B. Russell,G,74,180,North Texas State,11/7/1944,0000-00-00,B
russewa01,Walker D. Russell,G,77,195,Western Michigan,10/26/1960,0000-00-00,B
sabonar01,Arvydas Romas Sabonis,C,87,279,none,12/19/1964,0000-00-00,W
salmojo01,John Rashall Salmons,G-F,78,210,Miami (FL),12/12/1979,0000-00-00,B
salvake01,Kevin Michael Salvadori,C,84,231,North Carolina,12/30/1970,0000-00-00,W
samakso01,Soumaila  Samake,C,85,224,none,3/18/1978,0000-00-00,B
sampsra01,Ralph Lee Sampson,C-F,88,228,Virginia,7/7/1960,0000-00-00,B
samuesa01,Samardo  Samuels,F,81,260,Louisville,1/9/1989,0000-00-00,B
sandefr01,Frankie J. Sanders,F-G,78,195,Southern,1/23/1957,0000-00-00,B
sandela01,Larry  Sanders,F,83,235,Virginia Commonwealth,11/21/1988,0000-00-00,B
sandeme01,Melvin  Sanders,G-F,77,210,Oklahoma State,1/3/1981,0000-00-00,B
sanforo01,Ron  Sanford,F,81,215,New Mexico,6/11/1946,0000-00-00,B
sapplwa01,Wayne B. Sappleton,F,81,215,Loyola (IL),11/17/1960,0000-00-00,B
sasseja01,Jason Jermane Sasser,F,79,210,Texas Tech,1/13/1974,0000-00-00,B
sasseje01,Jeryl Henry Braxton Sasser,G,78,200,Southern Methodist,2/13/1979,0000-00-00,B
saultgl01,Glynn  Saulters,G,74,175,Northeast Louisiana,2/10/1945,0000-00-00,W
savovpr01,Predrag  Savovic,G-F,77,225,Hawaii,5/21/1976,0000-00-00,W
sawyeal01,Alan Leigh Sawyer,F,77,195,UCLA,1/1/1928,0000-00-00,W
scalabr01,Brian David Scalabrine,F,81,240,Southern California,3/18/1978,0000-00-00,W
scaleal01,Alex  Scales,G,76,185,Oregon,7/3/1978,0000-00-00,B
scalede01,DeWayne Jay Scales,F,80,208,Louisiana State,12/28/1958,0000-00-00,B
schadfr01,Frank  Schade,G,73,170,UTEP,1/22/1950,0000-00-00,W
schenlu01,Luke Dean Schenscher,C,85,255,Georgia Tech,12/31/1982,0000-00-00,W
schindw01,Dwayne Kenneth Schintzius,C,85,260,Florida,10/14/1968,4/15/2012,W
schluda01,Dale Wayne Schlueter,C,82,225,Colorado State,11/12/1945,0000-00-00,W
schneot01,Otto Ole Schnellbacher,F-G,74,183,Kansas,4/15/1923,3/10/2008,W
schrede01,Detlef  Schrempf,F-C,81,214,Washington,1/21/1963,0000-00-00,W
schurro01,Roger Paul Schurig,G,75,185,Vanderbilt,4/3/1942,0000-00-00,W
schwejo01,John Elwood Schweitz,G,78,210,Richmond,4/19/1960,0000-00-00,W
scolafr01,Fred J. Scolari,G,70,175,San Francisco,3/1/1922,10/17/2002,W
scottal01,Alvin Leroy Scott,F-G,79,185,Oral Roberts,9/14/1955,0000-00-00,B
scottbr01,Brent Steven Scott,F-C,82,250,Rice,6/15/1971,0000-00-00,B
scottby01,Byron Antom Scott,G,75,195,Arizona State,3/28/1961,0000-00-00,B
scottde01,Dennis Eugene Scott,G-F,80,229,Georgia Tech,9/5/1968,0000-00-00,B
scottja01,James Lamont Scott,F,78,180,St. John's (NY),6/6/1972,0000-00-00,B
scottsh01,Shawnelle  Scott,C,82,250,St. John's (NY),6/16/1972,0000-00-00,B
scottwi01,Willie  Scott,F,77,210,Alabama State,5/22/1947,0000-00-00,B
scranpa01,Paul Earl Scranton,F,77,230,Cal Poly-Pomona,4/30/1944,0000-00-00,B
scurrca01,Carey  Scurry,F,79,188,LIU,12/4/1962,0000-00-00,B
sealsbr01,Bruce A. Seals,F,80,210,Xavier (LA),6/18/1953,0000-00-00,B
sealssh01,Shea  Seals,G,77,210,Tulsa,8/26/1975,0000-00-00,B
sealyma01,Malik  Sealy,F-G,80,190,St. John's (NY),2/1/1970,5/20/2000,B
sefolth01,Thabo Patrick Sefolosha,G,77,215,none,5/2/1984,0000-00-00,B
seikaro01,Rony F. Seikaly,C,83,230,Syracuse,5/10/1965,0000-00-00,W
senemo01,Mouhamed Saer Sene,F,83,230,none,5/12/1986,0000-00-00,B
senesge01,George Lawrence Senesky,G,74,179,St. Joseph's (PA),4/4/1922,6/25/2001,W
serapke01,Kevin  Seraphin,F,81,275,LeMoyne?,12/7/1989,0000-00-00,B
sesayan01,Ansu Martin Sesay,F,80,223,Mississippi,7/29/1976,0000-00-00,B
seungha01,Ha  Seung-Jin,C,87,305,Yonsei U.  KOR,8/4/1985,0000-00-00,O
sewelto01,Tom  Sewell,G,77,165,Lamar,3/11/1962,0000-00-00,B
seymopa01,Paul Norman Seymour,G-F,73,180,Toledo,1/30/1928,5/5/1998,W
shackch01,Charles Edward Shackleford,F-C,82,225,North Carolina State,4/22/1966,0000-00-00,B
shaefca01,Carl Edgel Shaeffer,F-G,75,185,Alabama,10/25/1924,10/25/1974,W
shaffle01,Lee Philip Shaffer,F,79,215,North Carolina  ,2/23/1939,0000-00-00,W
shammgo01,God  Shammgod,G,72,169,Providence,4/29/1976,0000-00-00,B
shannea01,Earl F. Shannon,G-F,71,170,Rhode Island,11/23/1921,7/8/2002,W
shaskjo01,John Paul Shasky,C,83,235,Minnesota,7/31/1964,0000-00-00,W
shawbr01,Brian K. Shaw,G,78,190,Cal. State-Santa Barbara,3/22/1966,0000-00-00,B
sheltcr01,Craig Anthony Shelton,F,79,205,Georgetown,5/1/1957,0000-00-00,B
sheltlo01,Lonnie Jewel Shelton,F-C,80,240,Oregon State,10/19/1955,0000-00-00,B
shephbi01,Billy L. Shepherd,G,70,160,Butler,11/18/1949,0000-00-00,W
shirlpa01,Paul  Shirley,F,82,210,Iowa State,12/23/1977,0000-00-00,W
shortpu01,Purvis  Short,F-G,79,210,Jackson State,7/2/1957,0000-00-00,B
shousde01,Dexter Wayne Shouse,G,74,200,South Alabama,3/24/1963,0000-00-00,B
shumajo01,John H. Shumate,F-C,81,235,Notre Dame,4/6/1952,0000-00-00,B
sibersa01,Sam Lewis Sibert,F,79,215,Kentucky State,2/11/1949,0000-00-00,B
sichtje01,Jerry Lee Sichting,G,73,168,Purdue,11/29/1956,0000-00-00,W
siegfla01,Larry E. Siegfried,F,73,190,Ohio State,5/22/1939,10/14/2010,W
siewera01,Ralph Paul Siewert,C,85,230,Dakota Wesleyan,12/31/1923,11/21/1990,W
sikmaja01,Jack Wayne Sikma,C-F,83,230,Illinois Wesleyan,11/14/1955,0000-00-00,W
silasja01,James Edward Silas,G,73,180,Stephen F. Austin State,2/11/1949,0000-00-00,B
silaspa01,Paul Theron Silas,F-C,79,215,Creighton,7/12/1943,0000-00-00,B
silasxa01,Xavier James Silas,G,77,205,Northern Illinois,1/22/1988,0000-00-00,B
silerga01,Garret Andrew Siler,C,83,305,Augusta State,10/25/1986,0000-00-00,B
simiewa01,Wayne Anthony Simien,F,81,255,Kansas,3/9/1983,0000-00-00,B
simmobo01,Bobby  Simmons,G-F,78,210,DePaul,6/2/1980,0000-00-00,B
simmoce01,Cedric  Simmons,F,81,235,North Carolina State,1/3/1986,0000-00-00,B
simmogr01,Grant M. Simmons,G,75,190,Nebraska,3/7/1943,0000-00-00,W
simmoli01,Lionel James Simmons,F-G,79,210,LaSalle,11/14/1968,0000-00-00,B
simonmi01,Miles Julian Simon,G,75,202,Arizona,11/21/1975,0000-00-00,B
simpsra01,Ralph Derek Simpson,G-F,77,200,Michigan State,8/10/1949,0000-00-00,B
simsal01,Alvin  Sims,G,76,235,Louisville,10/18/1974,0000-00-00,B
simssc01,Scott Alan Sims,G,73,170,Missouri,4/18/1955,0000-00-00,W
singlja01,James  Singleton,F,80,215,Murray State,7/20/1981,0000-00-00,B
singlmc01,McKinley  Singleton,G,77,175,Alabama-Birmingham,10/29/1961,0000-00-00,B
skilesc01,Scott Allen Skiles,G,73,180,Michigan State,3/5/1964,0000-00-00,W
skinnbr01,Brian  Skinner,F-C,81,255,Baylor,5/19/1976,0000-00-00,B
slaugjo01,Jose Dan Slaughter,G,77,205,Portland,9/9/1960,0000-00-00,B
slayta01,Tamar Ulysses Slay,G,81,215,Marshall,4/2/1980,0000-00-00,B
sloando01,Donald Wayne Sloan,G,75,205,Texas A&M,1/15/1988,0000-00-00,B
slokaur01,Uros  Slokar,F,82,238,none,5/14/1983,0000-00-00,W
slubyto01,Tom Griffin Sluby,G,76,200,Notre Dame,2/18/1962,0000-00-00,B
smawlbe01,Belus Van Smawley,G-F,73,195,Applachian State,3/20/1918,4/24/2003,W
smithad01,Adrian Howard Smith,G,73,180,Kentucky,10/5/1936,0000-00-00,W
